country,continent,year,lifeExp,pop,gdpPercap
Honduras,Americas,1967-01-01,56.56,2486418,1287.08626
Honduras,Americas,1972-01-01,60.12,2882102,1357.91458
Honduras,Americas,1977-01-01,62.97,3352825,1549.29815
Honduras,Americas,1982-01-01,66.11,3910642,1446.50704
Honduras,Americas,1987-01-01,67.92,4542218,1585.26458
Honduras,Americas,1992-01-01,69.07,5244677,1512.73158
Honduras,Americas,1997-01-01,69.68,6045704,1584.67337
Honduras,Americas,2002-01-01,70.99,6929267,1625.73761
Honduras,Americas,2007-01-01,72.17,7808520,1922.87466
Honduras,Americas,2012-01-01,71.72,8640692,1982.00974
Honduras,Americas,2017-01-01,73.98,9429016,2176.29517
Haiti,Americas,1962-01-01,42.27,4019171,1000.57058
Haiti,Americas,1967-01-01,44.8,4425318,871.7928
Haiti,Americas,1972-01-01,46.74,4837334,924.50939
Haiti,Americas,1977-01-01,49.39,5294625,1064.40847
Haiti,Americas,1982-01-01,51.82,5910223,1095.78429
Haiti,Americas,1987-01-01,53.67,6618742,983.49473
Haiti,Americas,1992-01-01,54.82,7319491,843.28879
Haiti,Americas,1997-01-01,55.7,8030721,752.31372
Haiti,Americas,2002-01-01,58.5,8754148,721.16825
Haiti,Americas,2007-01-01,60.62,9495336,692.55362
Haiti,Americas,2012-01-01,62.53,10250922,701.44596
Haiti,Americas,2017-01-01,64.95,10982367,728.845
Indonesia,Asia,1962-01-01,47.72,92518373,705.13834
Indonesia,Asia,1967-01-01,51.73,105865576,657.00633
Indonesia,Asia,1972-01-01,54.98,121017316,839.02814
Indonesia,Asia,1977-01-01,57.81,137278057,1050.29134
Indonesia,Asia,1982-01-01,60.66,154468235,1296.89579
Indonesia,Asia,1987-01-01,62.65,171702756,1480.2316
Indonesia,Asia,1992-01-01,64.78,187739786,1878.97304
Indonesia,Asia,1997-01-01,66.68,202826444,2433.34074
Indonesia,Asia,2002-01-01,67.8,217357790,2259.3077
Indonesia,Asia,2007-01-01,68.97,232374239,2757.89367
Indonesia,Asia,2012-01-01,70.25,248451714,3421.27352
Indonesia,Asia,2017-01-01,71.48,264650969,4120.52188
India,Asia,1962-01-01,43.38,469077191,338.61113
India,Asia,1967-01-01,47.25,520400577,364.74662
India,Asia,1972-01-01,50.41,581087255,382.45089
India,Asia,1977-01-01,53.15,652408766,423.74019
India,Asia,1982-01-01,56.03,732239498,442.7985
India,Asia,1987-01-01,58.26,819682095,505.17908
India,Asia,1992-01-01,60.17,909307018,595.01346
India,Asia,1997-01-01,61.95,1000900028,727.04318
India,Asia,2002-01-01,63.9,1093317187,869.20139
India,Asia,2007-01-01,66.02,1183209471,1173.87531
India,Asia,2012-01-01,67.3,1265780243,1469.17761
India,Asia,2017-01-01,68.97,1338676779,1986.63291
Iran,Asia,1962-01-01,49.93,23071309,3424.16319
Iran,Asia,1967-01-01,53.21,26317776,5118.21224
Iran,Asia,1972-01-01,59.1,30075295,8702.12953
Iran,Asia,1977-01-01,66.25,34803041,9541.82904
Iran,Asia,1982-01-01,65.37,41869231,5332.90783
Iran,Asia,1987-01-01,68.06,51193782,3987.38804
Iran,Asia,1992-01-01,70.91,58780376,4582.33009
Iran,Asia,1997-01-01,72.72,63136309,4588.9557
Iran,Asia,2002-01-01,73.85,67284801,5077.90888
Iran,Asia,2007-01-01,74.71,71336476,6369.82193
Iran,Asia,2012-01-01,75.67,75539881,6122.43209
Iran,Asia,2017-01-01,77.35,80673888,6948.70443
Israel,Asia,1962-01-01,69.18,2234199,9925.99466
Israel,Asia,1967-01-01,70.48,2619102,11122.65805
Israel,Asia,1972-01-01,72.6,2996475,16415.97603
Israel,Asia,1977-01-01,74.06,3472118,16827.88608
Israel,Asia,1982-01-01,75.54,3838109,18486.69998
Israel,Asia,1987-01-01,76.44,4167130,20665.10696
Israel,Asia,1992-01-01,76.9,4752826,22723.68709
Israel,Asia,1997-01-01,78.11,5566551,25963.25037
Israel,Asia,2002-01-01,78.72,6169311,26582.37798
Israel,Asia,2007-01-01,80.59,6847148,29688.67136
Israel,Asia,2012-01-01,82.15,7614946,31695.00643
Israel,Asia,2017-01-01,82.97,8243849,34243.0126
Italy,Europe,1962-01-01,69.22,50442350,12335.1036
Italy,Europe,1967-01-01,71.03,52433478,15108.81213
Italy,Europe,1972-01-01,72.12,54258737,18464.68984
Italy,Europe,1977-01-01,73.55,55777881,21817.05367
Italy,Europe,1982-01-01,74.89,56644860,24736.16307
Italy,Europe,1987-01-01,76.33,57007737,28157.76922
Italy,Europe,1992-01-01,77.37,57145308,31564.41613
Italy,Europe,1997-01-01,78.7,56903633,33861.92832
Italy,Europe,2002-01-01,80.07,57182521,37056.14917
Italy,Europe,2007-01-01,81.38,58747862,38272.2041
Italy,Europe,2012-01-01,82.19,59879469,35019.47189
Italy,Europe,2017-01-01,83.17,60673694,35086.4783
Japan,Asia,1962-01-01,69.25,95458517,10138.39701
Japan,Asia,1967-01-01,72,100822283,15196.61018
Japan,Asia,1972-01-01,73.52,107976030,20662.70465
Japan,Asia,1977-01-01,75.61,114827826,23225.43571
Japan,Asia,1982-01-01,77.24,119605254,27443.60965
Japan,Asia,1987-01-01,78.73,123072720,32801.20619
Japan,Asia,1992-01-01,79.55,125331300,39488.39343
Japan,Asia,1997-01-01,80.85,126892745,41861.75344
Japan,Asia,2002-01-01,82.02,127893075,42190.80487
Japan,Asia,2007-01-01,82.75,128494050,45687.27381
Japan,Asia,2012-01-01,83.43,128423571,45276.87434
Japan,Asia,2017-01-01,84.19,127502728,48510.60941
Kenya,Africa,1962-01-01,52.78,8647002,509.49111
Kenya,Africa,1967-01-01,56.27,10187487,597.2949
Kenya,Africa,1972-01-01,59.09,12146070,796.52553
Kenya,Africa,1977-01-01,61.01,14638887,821.518
Kenya,Africa,1982-01-01,62.6,17736326,867.71095
Kenya,Africa,1987-01-01,62.85,21382111,878.68188
Kenya,Africa,1992-01-01,60.49,25326080,864.787
Kenya,Africa,1997-01-01,56.61,29415660,837.81066
Kenya,Africa,2002-01-01,55.8,33751746,809.96163
Kenya,Africa,2007-01-01,58.41,38705934,920.64922
Kenya,Africa,2012-01-01,62.91,44343469,1000.82922
Kenya,Africa,2017-01-01,65.86,50221146,1156.4253
South Korea,Asia,1962-01-01,55.27,26812084,976.9011
South Korea,Asia,1967-01-01,59.41,30236691,1345.01731
South Korea,Asia,1972-01-01,62.93,33506522,2045.3822
South Korea,Asia,1977-01-01,65.75,36475425,3248.24827
South Korea,Asia,1982-01-01,68.66,39175221,4143.97909
South Korea,Asia,1987-01-01,70.84,41686566,6641.41367
South Korea,Asia,1992-01-01,73.27,43848223,9793.863
South Korea,Asia,1997-01-01,75.27,46196056,13671.95724
South Korea,Asia,2002-01-01,77.23,47999551,17178.16999
South Korea,Asia,2007-01-01,79.66,49034813,21191.24647
South Korea,Asia,2012-01-01,81.19,50060639,24197.94137
South Korea,Asia,2017-01-01,82.6,51096408,27492.57625
Sri Lanka,Asia,1962-01-01,59.37,10352180,594.14461
Sri Lanka,Asia,1967-01-01,61.75,11657650,644.19769
Sri Lanka,Asia,1972-01-01,63.03,13002234,689.65371
Sri Lanka,Asia,1977-01-01,64.59,14273495,805.00796
Sri Lanka,Asia,1982-01-01,67.85,15501210,970.9074
Sri Lanka,Asia,1987-01-01,68.94,16643956,1110.29404
Sri Lanka,Asia,1992-01-01,71.13,17736827,1269.03373
Sri Lanka,Asia,1997-01-01,70.38,18470897,1602.93581
Sri Lanka,Asia,2002-01-01,73.59,19062476,1840.26015
Sri Lanka,Asia,2007-01-01,74.44,19842044,2412.68683
Sri Lanka,Asia,2012-01-01,76.1,20532599,3286.00759
Sri Lanka,Asia,2017-01-01,77.47,21128028,3860.15031
Lesotho,Africa,1962-01-01,53.52,869132,296.29402
Lesotho,Africa,1967-01-01,55,962279,361.60039
Lesotho,Africa,1972-01-01,56.08,1077102,350.32962
Lesotho,Africa,1977-01-01,57.63,1228527,504.07468
Lesotho,Africa,1982-01-01,59.11,1415362,544.88866
Lesotho,Africa,1987-01-01,60.04,1596395,562.60861
Lesotho,Africa,1992-01-01,59.58,1782284,702.45732
Lesotho,Africa,1997-01-01,53.85,1968054,789.35945
Lesotho,Africa,2002-01-01,46.55,2029832,846.02656
Lesotho,Africa,2007-01-01,44.53,1986926,1038.97438
Lesotho,Africa,2012-01-01,48.93,2014988,1266.65975
Lesotho,Africa,2017-01-01,54.66,2091532,1391.93653
Luxembourg,Europe,1962-01-01,69.32,320699,27902.52612
Luxembourg,Europe,1967-01-01,70.38,334234,29981.5239
Luxembourg,Europe,1972-01-01,70.81,345104,37973.16007
Luxembourg,Europe,1977-01-01,72.16,358963,40001.87722
Luxembourg,Europe,1982-01-01,73.27,365099,42720.79509
Luxembourg,Europe,1987-01-01,74.63,371076,54131.91978
Luxembourg,Europe,1992-01-01,75.81,391397,71003.66923
Luxembourg,Europe,1997-01-01,76.92,419979,78075.53056
Luxembourg,Europe,2002-01-01,78.42,443727,97287.59732
Luxembourg,Europe,2007-01-01,80.12,474917,111968.3495
Luxembourg,Europe,2012-01-01,81.14,530855,102404.61209
Luxembourg,Europe,2017-01-01,81.66,591914,109452.96005
Madagascar,Africa,1962-01-01,45.85,5352497,814.16099
Madagascar,Africa,1967-01-01,48.81,6073529,792.3632
Madagascar,Africa,1972-01-01,51.67,6946619,829.19123
Madagascar,Africa,1977-01-01,53.74,7998157,718.76487
Madagascar,Africa,1982-01-01,54.16,9234137,594.67059
Madagascar,Africa,1987-01-01,53.96,10647753,552.56094
Madagascar,Africa,1992-01-01,56.01,12301338,503.23461
Madagascar,Africa,1997-01-01,57.73,14347860,474.25906
Madagascar,Africa,2002-01-01,59.79,16765122,428.20607
Madagascar,Africa,2007-01-01,61.38,19433520,498.23291
Madagascar,Africa,2012-01-01,62.14,22346641,467.43579
Madagascar,Africa,2017-01-01,63.51,25570511,481.38315
Mexico,Americas,1962-01-01,58.76,40195318,4035.33437
Mexico,Americas,1967-01-01,60.78,46956208,5026.51319
Mexico,Americas,1972-01-01,63.22,54689944,5841.22234
Mexico,Americas,1977-01-01,65.21,62869908,6618.13904
Mexico,Americas,1982-01-01,67.69,71058650,8253.44621
Mexico,Americas,1987-01-01,70.17,79200081,7445.85369
Mexico,Americas,1992-01-01,72,87075136,8104.29108
Mexico,Americas,1997-01-01,73.41,94611008,8530.35509
Mexico,Americas,2002-01-01,74.96,101684764,8960.55409
Mexico,Americas,2007-01-01,75.91,109170503,9622.04796
Mexico,Americas,2012-01-01,75.62,117274156,9690.86906
Mexico,Americas,2017-01-01,75.52,124777326,10301.35788
Myanmar,Asia,1962-01-01,39.96,22697664,153.57585
Myanmar,Asia,1967-01-01,44.05,25410054,144.98631
Myanmar,Asia,1972-01-01,47.71,28570093,167.13449
Myanmar,Asia,1977-01-01,50.8,32026748,182.07872
Myanmar,Asia,1982-01-01,53.05,35734273,221.6908
Myanmar,Asia,1987-01-01,54.71,39404350,215.12993
Myanmar,Asia,1992-01-01,55.82,42401686,205.85877
Myanmar,Asia,1997-01-01,57.56,45027223,265.72276
Myanmar,Asia,2002-01-01,59.59,47702163,417.97578
Myanmar,Asia,2007-01-01,62.55,49621479,747.11625
Myanmar,Asia,2012-01-01,66.12,51413703,1092.05651
Myanmar,Asia,2017-01-01,68.5,53382521,1482.66266
Mauritania,Africa,1962-01-01,48.85,901690,1352.11919
Mauritania,Africa,1967-01-01,52.2,1047345,1756.46011
Mauritania,Africa,1972-01-01,54.49,1217443,1908.68257
Mauritania,Africa,1977-01-01,55.16,1411139,1780.59876
Mauritania,Africa,1982-01-01,57.48,1633655,1674.74039
Mauritania,Africa,1987-01-01,59.27,1879756,1621.0904
Mauritania,Africa,1992-01-01,60.4,2142645,1543.95903
Mauritania,Africa,1997-01-01,62.2,2433567,1555.76337
Mauritania,Africa,2002-01-01,64.42,2778097,1403.19691
Mauritania,Africa,2007-01-01,66.88,3202512,1716.77398
Mauritania,Africa,2012-01-01,68.98,3706555,1652.71417
Mauritania,Africa,2017-01-01,70.53,4282582,1715.61075
Malawi,Africa,1962-01-01,40.69,3839047,246.33818
Malawi,Africa,1967-01-01,42.08,4350456,303.76896
Malawi,Africa,1972-01-01,44.62,4958556,343.33525
Malawi,Africa,1977-01-01,47.27,5717954,381.50459
Malawi,Africa,1982-01-01,49.81,6565985,371.02797
Malawi,Africa,1987-01-01,49.47,8141140,346.764
Malawi,Africa,1992-01-01,47.48,9685974,324.54899
Malawi,Africa,1997-01-01,44.73,10264906,392.04487
Malawi,Africa,2002-01-01,45.29,11713663,361.04355
Malawi,Africa,2007-01-01,49.72,13341808,418.58822
Malawi,Africa,2012-01-01,58.05,15396010,482.92378
Malawi,Africa,2017-01-01,63.21,17670193,512.64561
Malaysia,Asia,1962-01-01,60.48,8692337,1454.78924
Malaysia,Asia,1967-01-01,63,10046321,1716.46529
Malaysia,Asia,1972-01-01,65.31,11324277,2200.12169
Malaysia,Asia,1977-01-01,67.21,12790313,2855.96936
Malaysia,Asia,1982-01-01,69.26,14471215,3583.5769
Malaysia,Asia,1987-01-01,70.72,16522004,3788.11691
Malaysia,Asia,1992-01-01,71.68,19002660,5134.58945
Malaysia,Asia,1997-01-01,72.36,21562790,7041.67094
Malaysia,Asia,2002-01-01,73.4,24208391,7112.05559
Malaysia,Asia,2007-01-01,74.46,26720367,8605.01752
Malaysia,Asia,2012-01-01,74.9,29068189,9743.1048
Malaysia,Asia,2017-01-01,74.72,31104655,11728.98029
Niger,Africa,1962-01-01,41.83,3588228,896.06165
Niger,Africa,1967-01-01,42.53,4144588,906.4861
Niger,Africa,1972-01-01,43.15,4768225,772.09351
Niger,Africa,1977-01-01,42.63,5491158,638.01449
Niger,Africa,1982-01-01,43.7,6343530,671.2098
Niger,Africa,1987-01-01,44.8,7328934,527.72518
Niger,Africa,1992-01-01,47.34,8566773,489.80324
Niger,Africa,1997-01-01,50.03,10178196,438.86901
Niger,Africa,2002-01-01,53.23,12189988,446.70737
Niger,Africa,2007-01-01,57.19,14685404,445.80058
Niger,Africa,2012-01-01,59.99,17795209,495.76397
Niger,Africa,2017-01-01,62.37,21602388,532.08928
Nigeria,Africa,1962-01-01,51.05,47029818,1369.05924
Nigeria,Africa,1967-01-01,46.21,52342231,1186.10899
Nigeria,Africa,1972-01-01,51.57,58665813,1915.85636
Nigeria,Africa,1977-01-01,54.17,67203134,2146.84923
Nigeria,Africa,1982-01-01,55.74,77427539,1581.56227
Nigeria,Africa,1987-01-01,55.9,88048029,1339.8134
Nigeria,Africa,1992-01-01,55.56,100161708,1512.24844
Nigeria,Africa,1997-01-01,55.36,113457661,1376.3025
Nigeria,Africa,2002-01-01,55.7,128596079,1607.23827
Nigeria,Africa,2007-01-01,58.49,146339971,1993.09741
Nigeria,Africa,2012-01-01,61.73,167228803,2384.95417
Nigeria,Africa,2017-01-01,64.35,190873247,2412.36713
Nicaragua,Americas,1962-01-01,51.14,1887426,1686.12792
Nicaragua,Americas,1967-01-01,54.82,2197303,2170.67029
Nicaragua,Americas,1972-01-01,50.96,2558705,2148.00506
Nicaragua,Americas,1977-01-01,64.6,2985480,2546.70763
Nicaragua,Americas,1982-01-01,66.23,3455129,1630.05244
Nicaragua,Americas,1987-01-01,65.4,3909672,1398.42003
Nicaragua,Americas,1992-01-01,72.19,4364514,1079.21407
Nicaragua,Americas,1997-01-01,73.85,4827658,1176.00319
Nicaragua,Americas,2002-01-01,75.1,5219324,1304.00601
Nicaragua,Americas,2007-01-01,76.51,5590066,1500.20675
Nicaragua,Americas,2012-01-01,77.65,5982530,1657.65152
Nicaragua,Americas,2017-01-01,78.8,6384843,1957.86957
Netherlands,Europe,1962-01-01,73.36,11766730,17085.13935
Netherlands,Europe,1967-01-01,73.95,12556841,21109.81322
Netherlands,Europe,1972-01-01,73.94,13291876,25905.69265
Netherlands,Europe,1977-01-01,75.18,13892920,29106.88395
Netherlands,Europe,1982-01-01,76.12,14295209,29314.56467
Netherlands,Europe,1987-01-01,76.71,14682662,32346.37294
Netherlands,Europe,1992-01-01,77.28,15165856,36627.40781
Netherlands,Europe,1997-01-01,77.87,15655482,41356.45022
Netherlands,Europe,2002-01-01,78.42,16110355,46960.18473
Netherlands,Europe,2007-01-01,80.22,16506652,51808.76514
Netherlands,Europe,2012-01-01,81.04,16791850,50780.70297
Netherlands,Europe,2017-01-01,81.52,17021343,53942.08509
Norway,Europe,1962-01-01,73.25,3639213,24912.39328
Norway,Europe,1967-01-01,73.84,3784867,30311.1519
Norway,Europe,1972-01-01,74.19,3933726,35367.69116
Norway,Europe,1977-01-01,75.09,4044335,43236.98884
Norway,Europe,1982-01-01,75.84,4111650,49045.54391
Norway,Europe,1987-01-01,76.05,4186972,59391.57409
Norway,Europe,1992-01-01,77.11,4292685,63629.68868
Norway,Europe,1997-01-01,78.27,4420266,77045.295
Norway,Europe,2002-01-01,79.04,4546017,83673.63733
Norway,Europe,2007-01-01,80.55,4719403,91565.7334
Norway,Europe,2012-01-01,81.47,5013716,88604.57465
Norway,Europe,2017-01-01,82.34,5296324,91549.03787
Nepal,Asia,1962-01-01,45.29,10433147,267.52924
Nepal,Asia,1967-01-01,47.92,11382965,279.66391
Nepal,Asia,1972-01-01,50.17,12583142,278.06571
Nepal,Asia,1977-01-01,51.81,14028535,288.00699
Nepal,Asia,1982-01-01,53.92,15729431,301.51632
Nepal,Asia,1987-01-01,56.56,17623697,323.23781
Nepal,Asia,1992-01-01,59.89,19938322,371.96946
Nepal,Asia,1997-01-01,63.63,22584772,422.49417
Nepal,Asia,2002-01-01,66.45,24725625,462.5462
Nepal,Asia,2007-01-01,68.48,26382586,521.74391
Nepal,Asia,2012-01-01,69.62,26989160,642.52046
Nepal,Asia,2017-01-01,70.92,27632682,779.20397
Pakistan,Asia,1962-01-01,50.49,47198886,318.86788
Pakistan,Asia,1967-01-01,54.41,53655783,403.76974
Pakistan,Asia,1972-01-01,56.99,61381982,450.37588
Pakistan,Asia,1977-01-01,58.54,70958168,491.9627
Pakistan,Asia,1982-01-01,60.25,83431597,594.42519
Pakistan,Asia,1987-01-01,61.24,98285762,684.02882
Pakistan,Asia,1992-01-01,61.35,113911126,788.06764
Pakistan,Asia,1997-01-01,61.34,131057432,803.79086
Pakistan,Asia,2002-01-01,62.29,149549695,828.73083
Pakistan,Asia,2007-01-01,63.49,167808106,993.55167
Pakistan,Asia,2012-01-01,65,187280125,1006.07329
Pakistan,Asia,2017-01-01,66.85,207906210,1155.36337
Panama,Americas,1962-01-01,64.92,1202447,2420.46125
Panama,Americas,1967-01-01,67.48,1393824,3017.29716
Panama,Americas,1972-01-01,70.43,1607797,3720.79308
Panama,Americas,1977-01-01,73.36,1837804,3674.15012
Panama,Americas,1982-01-01,74.91,2073748,4861.03806
Panama,Americas,1987-01-01,75.68,2318259,4552.22358
Panama,Americas,1992-01-01,75.85,2575949,4612.62397
Panama,Americas,1997-01-01,76.02,2853907,5091.18307
Panama,Americas,2002-01-01,77.75,3149195,5435.16938
Panama,Americas,2007-01-01,78.2,3453671,7242.24887
Panama,Americas,2012-01-01,78.32,3770635,9541.06021
Panama,Americas,2017-01-01,79.29,4106764,11530.07126
Peru,Americas,1962-01-01,44.17,10749463,2967.70051
Peru,Americas,1967-01-01,46.23,12386868,3398.95738
Peru,Americas,1972-01-01,60,14221954,3433.41079
Peru,Americas,1977-01-01,63.95,16258323,3707.2728
Peru,Americas,1982-01-01,65.26,18426420,3698.64677
Peru,Americas,1987-01-01,68.12,20691285,3746.71341
Peru,Americas,1992-01-01,70.27,22966822,2589.34311
Peru,Americas,1997-01-01,72.61,25210957,3277.95574
Peru,Americas,2002-01-01,75.96,27100964,3359.16269
Peru,Americas,2007-01-01,77.86,28333050,4356.73897
Peru,Americas,2012-01-01,78.4,29506790,5642.57812
Peru,Americas,2017-01-01,80.31,31444299,6314.29144
Philippines,Asia,1962-01-01,60.98,28077345,1138.8923
Philippines,Asia,1967-01-01,62.68,32823970,1249.1612
Philippines,Asia,1972-01-01,63.93,37923400,1369.84876
Philippines,Asia,1977-01-01,64.88,43629415,1629.07689
Philippines,Asia,1982-01-01,65.81,50023564,1778.84355
Philippines,Asia,1987-01-01,66.62,57263835,1467.03082
Philippines,Asia,1992-01-01,68.44,65020124,1505.68535
Philippines,Asia,1997-01-01,69.35,73030879,1665.35584
Philippines,Asia,2002-01-01,69.1,81365260,1709.55839
Philippines,Asia,2007-01-01,69.2,89405482,2051.23309
Philippines,Asia,2012-01-01,69.28,97212639,2379.66818
Philippines,Asia,2017-01-01,69.73,105172921,3042.68678
Papua New Guinea,Oceania,1962-01-01,44.81,2340349,1102.25921
Papua New Guinea,Oceania,1967-01-01,49.63,2596820,1362.98563
Papua New Guinea,Oceania,1972-01-01,52.97,2918138,1705.86892
Papua New Guinea,Oceania,1977-01-01,53.66,3302636,1590.93909
Papua New Guinea,Oceania,1982-01-01,53.78,3768489,1506.87304
Papua New Guinea,Oceania,1987-01-01,54.18,4292575,1522.58264
Papua New Guinea,Oceania,1992-01-01,54.71,4836216,1658.3786
Papua New Guinea,Oceania,1997-01-01,55.96,5446633,1845.78398
Papua New Guinea,Oceania,2002-01-01,55.83,6098621,1571.03933
Papua New Guinea,Oceania,2007-01-01,55.67,6808503,1784.85298
Papua New Guinea,Oceania,2012-01-01,56.82,7631003,1976.09878
Papua New Guinea,Oceania,2017-01-01,58.5,8438038,2485.52927
Portugal,Europe,1962-01-01,64.44,8888509,4987.29809
Portugal,Europe,1967-01-01,66.66,8750863,6843.33404
Portugal,Europe,1972-01-01,68.2,8789110,10148.09091
Portugal,Europe,1977-01-01,70.13,9431036,11249.05035
Portugal,Europe,1982-01-01,72.22,9870822,12652.50215
Portugal,Europe,1987-01-01,73.59,9914073,13948.97643
Portugal,Europe,1992-01-01,74.43,9951305,17639.46751
Portugal,Europe,1997-01-01,75.66,10174564,19354.83491
Portugal,Europe,2002-01-01,77.26,10385993,21809.32431
Portugal,Europe,2007-01-01,79.28,10573150,22819.50346
Portugal,Europe,2012-01-01,80.63,10526308,21337.28575
Portugal,Europe,2017-01-01,81.44,10288527,23380.69259
Paraguay,Americas,1962-01-01,67.73,2006675,1429.51134
Paraguay,Americas,1967-01-01,68.68,2290797,1614.98534
Paraguay,Americas,1972-01-01,69.6,2597149,1851.84417
Paraguay,Americas,1977-01-01,70.93,2935710,2440.64505
Paraguay,Americas,1982-01-01,72.45,3368763,3205.17558
Paraguay,Americas,1987-01-01,73.65,3891725,3264.53736
Paraguay,Americas,1992-01-01,74.31,4445019,3547.63081
Paraguay,Americas,1997-01-01,74.42,4998096,3943.89717
Paraguay,Americas,2002-01-01,74.94,5531958,3406.23263
Paraguay,Americas,2007-01-01,74.82,5998430,3848.11898
Paraguay,Americas,2012-01-01,75.06,6421510,4394.54388
Paraguay,Americas,2017-01-01,76.12,6867058,5272.57579
Rwanda,Africa,1962-01-01,45.03,3052937,361.48158
Rwanda,Africa,1967-01-01,46.35,3420897,311.77348
Rwanda,Africa,1972-01-01,47.13,3987223,341.79169
Rwanda,Africa,1977-01-01,48.23,4655386,366.36858
Rwanda,Africa,1982-01-01,51.75,5504847,442.47282
Rwanda,Africa,1987-01-01,52.44,6779981,401.3785
Rwanda,Africa,1992-01-01,48.85,6702239,427.26057
Rwanda,Africa,1997-01-01,46.51,6419898,353.96083
Rwanda,Africa,2002-01-01,52.3,8427061,407.51587
Rwanda,Africa,2007-01-01,60.33,9273759,522.91299
Rwanda,Africa,2012-01-01,65.95,10549668,683.46034
Rwanda,Africa,2017-01-01,68.46,11980960,802.74935
Sudan,Africa,1962-01-01,49.34,8004122,888.59525
Sudan,Africa,1967-01-01,51.4,9337662,774.66573
Sudan,Africa,1972-01-01,53.45,10974626,709.17772
Sudan,Africa,1977-01-01,54.42,13034631,971.67928
Sudan,Africa,1982-01-01,55.77,15562129,846.5686
Sudan,Africa,1987-01-01,56.9,18303430,794.91132
Sudan,Africa,1992-01-01,59.63,21696240,821.30288
Sudan,Africa,1997-01-01,61.7,25413912,943.24871
Sudan,Africa,2002-01-01,63.99,28704786,1064.97695
Sudan,Africa,2007-01-01,66.52,32360619,1368.34814
Sudan,Africa,2012-01-01,68.42,36193781,1745.10167
Sudan,Africa,2017-01-01,70.3,40813398,1900.09277
Senegal,Africa,1962-01-01,46.64,3386803,1326.09437
Senegal,Africa,1967-01-01,47.03,3899648,1255.00529
Senegal,Africa,1972-01-01,48.89,4522886,1239.51143
Senegal,Africa,1977-01-01,51.25,5181505,1213.33719
Senegal,Africa,1982-01-01,54.28,5909734,1197.80936
Senegal,Africa,1987-01-01,57.21,6875746,1142.54419
Senegal,Africa,1992-01-01,58.9,7990090,1048.04821
Senegal,Africa,1997-01-01,59.46,9130876,1029.5799
Senegal,Africa,2002-01-01,61.45,10283694,1118.41198
Senegal,Africa,2007-01-01,64.52,11687078,1262.32173
Senegal,Africa,2012-01-01,66.59,13401990,1291.62221
Senegal,Africa,2017-01-01,68.05,15419354,1495.34189
Singapore,Asia,1962-01-01,67.27,1741457,3833.00515
Singapore,Asia,1967-01-01,68.36,1958735,4834.99303
Singapore,Asia,1972-01-01,69.72,2150498,8332.48622
Singapore,Asia,1977-01-01,71.53,2314988,10806.0854
Singapore,Asia,1982-01-01,72.64,2517983,14651.35369
Singapore,Asia,1987-01-01,74.66,2816974,18414.99427
Singapore,Asia,1992-01-01,76.86,3199642,24221.40959
Singapore,Asia,1997-01-01,78.24,3752131,31856.60879
Singapore,Asia,2002-01-01,79.96,4104407,33565.96895
Singapore,Asia,2007-01-01,81.91,4578629,44742.41483
Singapore,Asia,2012-01-01,83.57,5369469,50143.77871
Singapore,Asia,2017-01-01,84.79,5708042,57378.86197
Sierra Leone,Africa,1962-01-01,39.41,2388759,384.87573
Sierra Leone,Africa,1967-01-01,42.07,2596798,418.86328
Sierra Leone,Africa,1972-01-01,45.89,2854866,478.34675
Sierra Leone,Africa,1977-01-01,47.26,3170503,461.60305
Sierra Leone,Africa,1982-01-01,48.13,3540164,500.0662
Sierra Leone,Africa,1987-01-01,49.14,4038154,459.21529
Sierra Leone,Africa,1992-01-01,50.36,4347727,342.00043
Sierra Leone,Africa,1997-01-01,50.85,4335295,300.39492
Sierra Leone,Africa,2002-01-01,51.52,4965770,330.39593
Sierra Leone,Africa,2007-01-01,53.49,5989641,375.668
Sierra Leone,Africa,2012-01-01,56.88,6712586,470.3014
Sierra Leone,Africa,2017-01-01,60.42,7488427,466.94507
Suriname,Americas,1962-01-01,60.46,303894,3439.94933
Suriname,Americas,1967-01-01,62.31,347673,5060.97616
Suriname,Americas,1972-01-01,63.66,367907,5703.63734
Suriname,Americas,1977-01-01,64.05,357649,7129.67283
Suriname,Americas,1982-01-01,65.78,360927,7005.21095
Suriname,Americas,1987-01-01,67.83,381033,6032.82816
Suriname,Americas,1992-01-01,69.14,420658,6044.43975
Suriname,Americas,1997-01-01,69.95,454165,5765.94925
Suriname,Americas,2002-01-01,69.44,482228,5990.47215
Suriname,Americas,2007-01-01,70.58,511181,7574.14681
Suriname,Americas,2012-01-01,72,541247,8772.96122
Suriname,Americas,2017-01-01,72.04,570501,7972.91027
Sweden,Europe,1962-01-01,73.31,7579570,19685.69582
Sweden,Europe,1967-01-01,74.09,7875902,23321.33348
Sweden,Europe,1972-01-01,74.84,8127045,27255.0566
Sweden,Europe,1977-01-01,75.47,8250692,29355.76271
Sweden,Europe,1982-01-01,76.53,8329428,31799.26598
Sweden,Europe,1987-01-01,77.2,8421056,36304.45176
Sweden,Europe,1992-01-01,78.16,8686735,36454.8296
Sweden,Europe,1997-01-01,79.37,8868857,39564.56244
Sweden,Europe,2002-01-01,80.05,8920703,46318.83361
Sweden,Europe,2007-01-01,80.88,9162941,53716.4434
Sweden,Europe,2012-01-01,81.8,9542817,53432.64485
